Order_ID,Order_Date,Shipping_Date,Customer_Segment,Product_Category,Quantity,Sales_USD,Shipping_Cost_USD,Delivery_Time_Days,Estimated_Delivery_Days,Distance_KM,Warehouse_Code,Region,Shipping_Mode,Delivery_Status,Customer_Rating
ORD-2024-1892,2024-01-31,2024-02-04,Home Office,Apparel,2,151.66,61.39,7.7,5,1110.0,WH-Central,Central,Standard Delivery,Delayed,1.0
ORD-2024-1056,2024-03-07,2024-03-08,Consumer,Apparel,1,72.89,87.52,6.8,5,1618.7,WH-South,East,Standard Delivery,Delivered,3.0
ORD-2024-1578,2024-02-03,2024-02-04,Corporate,Apparel,2,124.65,108.95,1.4,1,445.8,WH-North,North,Same-Day Courier,Delivered,3.0
ORD-2024-1109,2024-06-12,2024-06-16,Consumer,Industrial Machinery,2,2980.08,155.31,1.6,1,677.4,WH-West,North,Same-Day Courier,Delivered,3.0
ORD-2024-1210,2024-01-16,2024-01-20,Corporate,Office Supplies,2,62.61,214.19,2.6,1,1009.9,WH-East,West,,Delivered,4.0
ORD-2024-1904,2024-03-14,2024-03-16,Consumer,Electronics,1,294.21,48.81,5.4,5,791.6,WH-South,West,Standard Delivery,Delivered,5.0
ORD-2024-1312,2024-06-23,2024-06-25,Consumer,Apparel,1,81.03,170.84,1.7,1,1012.9,WH-West,West,Same-Day Courier,Delivered,5.0
ORD-2024-1209,2024-01-20,2024-01-24,Consumer,Industrial Machinery,8,8874.06,62.03,6.5,5,604.9,WH-North,South,Standard Delivery,Delivered,3.0
ORD-2024-2080,2024-04-20,2024-04-23,Home Office,Electronics,1,230.87,53.04,6.9,5,878.8,WH-West,East,,Delivered,4.0
ORD-2024-2202,2024-01-15,2024-01-18,Consumer,Industrial Machinery,10,11164.18,257.83,1.7,1,1222.9,WH-South,South,Same-Day Courier,Delivered,5.0
ORD-2024-1218,2024-04-14,2024-04-16,Corporate,Apparel,2,151.53,54.63,6.3,5,702.6,WH-East,West,Standard Delivery,Delayed,2.0
ORD-2024-1942,2024-06-13,2024-06-16,Corporate,Industrial Machinery,1,1238.41,46.79,4.8,5,774.3,WH-South,North,Standard Delivery,Delivered,5.0
ORD-2024-1361,2024-06-15,2024-06-16,Corporate,Industrial Machinery,1,1217.3,55.12,-0.5,5,1097.6,WH-East,South,Standard Delivery,Delivered,4.0
ORD-2024-1762,2024-06-24,2024-06-26,Consumer,Healthcare Supplies,3,368.79,319.96,3.2,1,1919.6,WH-North,South,  same-day courier  ,Delayed,1.0
ORD-2024-1493,2024-03-27,2024-03-28,Consumer,Electronics,3,898.88,33.25,6.8,5,337.5,WH-East,South,Standard Delivery,Delivered,3.0
ORD-2024-1303,2024-03-02,2024-03-06,Corporate,Apparel,5,375.4,89.76,6.8,7,825.9,WH-East,Central,Ground Freight,Delivered,4.0
ORD-2024-1494,2024-03-24,2024-03-25,Corporate,Office Supplies,1,41.33,68.99,6.6,5,1135.0,WH-South,North,Standard Delivery,Delivered,5.0
ORD-2024-1427,2024-04-02,2024-04-03,Home Office,Office Supplies,2,62.65,29.48,6.3,5,316.4,WH-West,Central,Standard Delivery,Delivered,3.0
ORD-2024-2185,2024-04-02,2024-04-04,Small Business,Office Supplies,2,59.61,43.68,5.8,7,342.0,WH-South,East,Ground Freight,Delivered,5.0
ORD-2024-1528,2024-05-18,2024-05-20,Consumer,Electronics,3,717.7,62.08,3.8,5,828.5,WH-North,West,Standard Delivery,Delivered,4.0
ORD-2024-1534,2024-05-25,2024-05-29,Home Office,Industrial Machinery,1,1141.01,92.06,7.4,5,1712.9,WH-East,South,Standard Delivery,Delivered,3.0
ORD-2024-1886,2024-05-23,2024-05-24,Corporate,Electronics,1,216.13,76.44,1.0,2,259.5,WH-South,North,Express Air,Delivered,4.0
ORD-2024-1754,2024-03-01,2024-03-02,Consumer,Electronics,1,241.57,130.24,2.1,1,502.2,WH-East,South,Same-Day Courier,Delivered,4.0
ORD-2024-1889,2024-03-17,2024-03-18,Consumer,Apparel,1,64.59,67.93,6.7,5,1255.9,WH-West,West,Standard Delivery,Delivered,4.0
ORD-2024-1918,2024-06-17,2024-06-21,Home Office,Industrial Machinery,2,2449.89,54.67,4.3,5,811.6,WH-West,North,Standard Delivery,Delivered,5.0
ORD-2024-1968,2024-03-16,2024-03-18,Corporate,Apparel,2,140.92,220.27,2.0,1,1235.1,WH-South,West,Same-Day Courier,Delivered,4.0
ORD-2024-1828,2024-02-22,2024-02-26,Corporate,Healthcare Supplies,1,118.57,60.94,5.9,5,911.7,WH-Central,North,Standard Delivery,Delivered,4.0
ORD-2024-1170,2024-01-31,2024-02-02,Corporate,Office Supplies,1,36.24,31.18,6.2,5,259.6,WH-Central,East,Standard Delivery,Delayed,1.0
ORD-2024-1298,2024-04-08,2024-04-11,Corporate,Electronics,4,967.13,95.13,6.1,5,1533.1,WH-Central,Central,Standard Delivery,Delivered,4.0
ORD-2024-2219,2024-04-13,2024-04-17,Consumer,Office Supplies,3,97.9,34.66,3.4,5,421.3,WH-South,South,Standard Delivery,Delivered,5.0
ORD-2024-1394,2024-03-01,2024-03-03,Consumer,Electronics,1,238.14,172.22,5.2,2,1168.3,WH-Central,North,Express Air,Delayed,1.0
ORD-2024-1651,2024-02-22,2024-02-25,Corporate,Electronics,3,677.84,167.12,3.8,2,1221.1,WH-East,North,Express Air,Delayed,1.0
ORD-2024-1583,2024-03-01,2024-03-02,Consumer,Apparel,5,284.67,,1.0,2,819.3,WH-East,East,Express Air,Delivered,4.0
ORD-2024-1382,2024-06-15,2024-06-18,Corporate,Industrial Machinery,10,11226.83,60.45,4.3,5,458.1,WH-East,North,Standard Delivery,Delivered,4.0
ORD-2024-1332,2024-04-22,2024-04-23,Consumer,Industrial Machinery,3,3220.29,64.79,5.6,5,1145.0,WH-East,North,Standard Delivery,Delivered,4.0
ORD-2024-1461,2024-03-06,2024-03-08,Corporate,Electronics,1,246.23,37.1,4.9,5,584.3,WH-East,South,Standard Delivery,Delivered,4.0
ORD-2024-1477,2024-05-31,2024-06-03,Corporate,Healthcare Supplies,1,124.95,76.35,1.1,2,249.8,WH-East,North,Express Air,Delivered,5.0
ORD-2024-1522,2024-02-05,2024-02-09,Small Business,Apparel,2,118.32,97.04,2.0,2,491.5,WH-North,West,Express Air,Delivered,3.0
ORD-2024-1233,2024-04-12,2024-04-14,Corporate,Electronics,4,895.42,51.12,5.4,5,,WH-North,Central,Standard Delivery,Delivered,4.0
ORD-2024-1872,2024-05-07,2024-05-08,Corporate,Healthcare Supplies,1,101.36,105.09,2.2,2,604.5,WH-North,South,Express Air,Delivered,4.0
ORD-2024-1199,2024-05-05,2024-05-08,Home Office,Industrial Machinery,2,2673.02,36.94,5.2,5,500.2,WH-North,West,  standard delivery  ,Delivered,3.0
ORD-2024-2169,2024-05-31,2024-06-03,Consumer,Office Supplies,1,39.19,52.63,6.0,5,732.3,WH-South,South,Standard Delivery,Delivered,3.0
ORD-2024-1247,2024-03-26,2024-03-30,Small Business,Office Supplies,-3,29.96,67.47,9.3,7,821.5,WH-South,North,Ground Freight,Delivered,5.0
ORD-2024-2087,2024-05-10,2024-05-12,Consumer,Office Supplies,4,119.34,93.02,10.6,5,1475.8,WH-South,West,Standard Delivery,Returned,1.0
ORD-2024-1594,2024-05-05,2024-05-06,Home Office,Healthcare Supplies,4,387.05,34.74,4.9,5,274.7,WH-East,North,Standard Delivery,Delivered,4.0
ORD-2024-1010,2024-01-28,2024-01-30,Consumer,Electronics,4,1220.62,50.74,5.3,5,807.6,WH-North,North,Standard Delivery,Delivered,5.0
ORD-2024-1147,2024-06-20,2024-06-24,Corporate,Electronics,5,1554.12,71.13,7.8,7,612.9,WH-West,East,Ground Freight,Delayed,3.0
ORD-2024-1538,2024-05-07,2024-05-11,Corporate,Electronics,1,230.65,185.97,,2,1454.0,WH-South,North,Express Air,Delivered,5.0
ORD-2024-2033,2024-03-28,2024-03-30,Consumer,Electronics,4,985.39,62.48,5.2,5,953.0,WH-South,South,Standard Delivery,Delivered,4.0
ORD-2024-1818,2024-04-03,2024-04-06,Consumer,Electronics,8,-99.9,261.32,3.3,1,1010.3,WH-North,West,  same-day courier  ,Delivered,5.0
ORD-2024-1344,2024-01-24,2024-01-25,Consumer,Apparel,8,460.84,177.19,1.0,1,603.5,WH-South,East,Same-Day Courier,Delivered,4.0
ORD-2024-1506,2024-03-05,2024-03-07,Small Business,Healthcare Supplies,15,1431.25,250.38,3.4,2,1076.1,WH-Central,Central,Express Air,Delivered,3.0
ORD-2024-1163,2024-04-21,2024-04-24,Corporate,Electronics,2,554.36,54.6,4.4,5,983.3,WH-Central,West,  standard delivery  ,Delivered,5.0
ORD-2024-1780,2024-04-07,2024-04-11,Corporate,Electronics,1,285.38,123.99,2.4,2,669.4,WH-South,East,Express Air,Delivered,5.0
ORD-2024-1533,2024-05-20,2024-05-22,Corporate,Industrial Machinery,2,2579.79,43.03,7.0,7,222.8,WH-North,North,Ground Freight,Delivered,
ORD-2024-1680,2024-01-20,2024-01-21,Home Office,Industrial Machinery,1,1404.92,74.0,5.7,5,1333.9,WH-West,North,Standard Delivery,Delivered,4.0
ORD-2024-1731,2024-03-19,2024-03-21,Home Office,Apparel,1,56.0,43.67,5.3,5,580.2,WH-East,East,Standard Delivery,Delivered,3.0
ORD-2024-2170,2024-04-20,2024-04-24,Corporate,Electronics,2,505.75,54.75,4.2,5,941.6,WH-Central,North,Standard Delivery,Delivered,5.0
ORD-2024-1447,2024-02-25,2024-02-26,Home Office,Electronics,1,291.49,133.66,1.5,2,860.5,WH-South,East,Express Air,Delivered,5.0
ORD-2024-1405,2024-03-10,2024-03-14,Home Office,Healthcare Supplies,2,211.11,88.6,7.2,7,1021.6,WH-North,North,Ground Freight,Delivered,5.0
ORD-2024-1244,2024-04-05,2024-04-08,Consumer,Industrial Machinery,5,6237.08,192.59,4.1,2,1389.2,WH-East,East,Express Air,Delivered,4.0
ORD-2024-1428,2024-06-12,2024-06-14,Consumer,Electronics,1,303.71,168.24,2.7,2,1380.2,WH-South,West,Express Air,Delivered,4.0
ORD-2024-1814,2024-04-03,2024-04-07,Home Office,Electronics,5,1123.54,97.08,6.6,5,1709.2,WH-North,North,Standard Delivery,Delivered,3.0
ORD-2024-1135,2024-01-07,2024-01-08,Consumer,Office Supplies,1,37.36,75.31,6.7,5,1619.0,WH-Central,West,Standard Delivery,Delivered,4.0
ORD-2024-1327,2024-06-28,2024-06-29,Corporate,Industrial Machinery,4,4238.12,50.13,6.3,5,660.5,WH-South,North,Standard Delivery,Delayed,2.0
ORD-2024-1745,2024-01-10,2024-01-13,Home Office,Industrial Machinery,5,6086.5,157.58,3.9,2,1088.1,WH-East,North,Express Air,Delivered,5.0
ORD-2024-1650,2024-03-24,2024-03-27,Consumer,Industrial Machinery,4,5013.94,184.61,1.4,2,1066.4,WH-North,East,Express Air,Delivered,5.0
ORD-2024-2138,2024-02-19,2024-02-20,Corporate,Apparel,1,71.75,173.43,5.5,2,1477.2,WH-North,South,Express Air,Delayed,
ORD-2024-1919,2024-01-29,2024-01-30,Consumer,Office Supplies,3,110.78,116.64,1.5,2,548.8,WH-West,North,Express Air,Delivered,5.0
ORD-2024-2214,2024-05-17,2024-05-20,Corporate,Industrial Machinery,5,6496.3,67.71,6.1,7,516.9,WH-East,Central,Ground Freight,Delivered,5.0
ORD-2024-1398,2024-03-10,2024-03-14,Home Office,Apparel,2,115.47,46.81,5.8,5,602.5,WH-West,South,Standard Delivery,Delivered,4.0
ORD-2024-1331,2024-06-25,2024-06-26,Home Office,Office Supplies,3,130.29,34.25,5.1,5,381.0,WH-North,West,Standard Delivery,Delivered,5.0
ORD-2024-1158,2024-01-20,2024-01-22,Consumer,Industrial Machinery,5,5397.31,60.99,4.5,5,931.1,WH-East,North,Standard Delivery,Delivered,4.0
ORD-2024-1140,2024-03-30,2024-04-02,Small Business,Electronics,5,1374.25,99.32,3.9,2,425.8,WH-West,South,Express Air,Delayed,3.0
ORD-2024-1259,2024-02-15,2024-02-19,Consumer,Apparel,3,177.76,68.49,6.8,7,757.1,WH-North,North,Ground Freight,Delivered,4.0
ORD-2024-1339,2024-02-18,2024-02-22,Consumer,Apparel,3,243.13,64.77,6.1,5,987.9,WH-North,South,Standard Delivery,Delayed,2.0
ORD-2024-1994,2024-02-02,2024-02-03,Consumer,Apparel,3,195.0,49.81,3.4,5,634.6,WH-North,West,Standard Delivery,Delivered,4.0
ORD-2024-1701,2024-05-16,2024-05-17,Consumer,Electronics,3,780.27,66.82,4.7,5,1089.4,WH-East,East,Standard Delivery,Delivered,4.0
ORD-2024-2105,2024-04-09,2024-04-13,Consumer,Electronics,8,2251.33,66.22,5.4,5,816.6,WH-North,North,Standard Delivery,Delivered,4.0
ORD-2024-1424,2024-01-31,2024-02-01,Consumer,Apparel,1,60.48,39.27,6.1,5,570.1,WH-Central,South,Standard Delivery,Delivered,4.0
ORD-2024-1944,2024-01-20,2024-01-23,Consumer,Electronics,1,257.47,222.56,3.2,1,1132.1,WH-South,Central,Same-Day Courier,Delayed,2.0
ORD-2024-1065,2024-06-11,2024-06-12,Corporate,Industrial Machinery,1,1237.45,32.24,5.2,5,383.5,WH-East,South,Standard Delivery,Delivered,4.0
ORD-2024-1413,2024-05-06,2024-05-07,Corporate,Office Supplies,2,68.29,47.23,5.5,5,771.4,WH-South,Central,Standard Delivery,Delivered,3.0
ORD-2024-1778,2024-05-24,2024-05-25,Corporate,Electronics,2,574.09,51.88,8.8,7,520.0,WH-East,South,,Delivered,4.0
ORD-2024-2107,2024-02-20,2024-02-22,Home Office,Electronics,1,309.06,69.7,5.7,5,1272.2,WH-Central,South,Standard Delivery,Delayed,1.0
ORD-2024-1096,2024-02-26,2024-03-01,Corporate,Office Supplies,2,-420.0,156.68,8.4,7,2183.6,WH-Central,South,Ground Freight,Delivered,4.0
ORD-2024-1309,2024-04-11,2024-04-13,Consumer,Healthcare Supplies,5,518.67,49.6,5.2,7,294.4,WH-Central,West,Ground Freight,Delivered,5.0
ORD-2024-2078,2024-04-02,2024-04-05,Consumer,Industrial Machinery,1,1100.84,206.3,4.4,2,1475.4,WH-South,West,  express air  ,Delivered,5.0
ORD-2024-1626,2024-04-03,2024-04-06,Corporate,Industrial Machinery,2,2052.15,25.48,5.8,5,90.2,WH-South,West,,Delivered,4.0
ORD-2024-1156,2024-05-22,2024-05-26,Corporate,Apparel,1,76.33,37.82,6.5,5,611.1,WH-East,West,Standard Delivery,Delivered,3.0
ORD-2024-1724,2024-01-31,2024-02-04,Corporate,Electronics,1,243.48,36.4,4.1,5,409.5,WH-East,North,Standard Delivery,Delivered,4.0
ORD-2024-1609,2024-06-27,2024-06-28,Corporate,Apparel,1,77.71,42.12,7.7,5,724.1,WH-North,East,Standard Delivery,Delivered,3.0
ORD-2024-2132,2024-01-12,2024-01-15,Consumer,Healthcare Supplies,1,112.0,133.91,4.1,2,801.3,WH-West,East,Express Air,Delayed,1.0
ORD-2024-1503,2024-06-03,2024-06-07,Home Office,Electronics,8,1915.04,63.0,4.5,5,577.8,WH-East,East,Standard Delivery,Delivered,4.0
ORD-2024-2063,2024-04-14,2024-04-17,Consumer,Apparel,1,60.44,190.45,3.5,2,1350.0,WH-East,South,Express Air,Delivered,5.0
ORD-2024-2050,2024-03-29,2024-04-02,Home Office,Apparel,2,133.61,196.23,2.8,2,1397.9,WH-North,West,Express Air,Delivered,3.0
ORD-2024-1380,2024-01-29,2024-01-31,Consumer,Apparel,1,67.93,53.3,5.6,5,751.5,WH-South,South,Standard Delivery,Delivered,4.0
ORD-2024-1933,2024-01-19,2024-01-23,Corporate,Office Supplies,2,71.19,192.15,2.0,1,883.1,WH-South,South,Same-Day Courier,Delivered,
ORD-2024-1535,2024-06-17,2024-06-20,Small Business,Apparel,1,80.08,59.95,4.2,5,905.0,WH-East,South,Standard Delivery,Delivered,5.0
ORD-2024-1282,2024-01-23,2024-01-25,Consumer,Apparel,1,69.55,43.85,4.2,5,611.7,WH-North,Central,Standard Delivery,Delivered,5.0
ORD-2024-2217,2024-02-07,2024-02-10,Corporate,Electronics,2,533.49,41.37,5.4,5,472.8,WH-West,North,Standard Delivery,Delivered,3.0
ORD-2024-1409,2024-03-01,2024-03-04,Consumer,Office Supplies,4,159.3,134.75,4.0,2,710.3,WH-East,South,Express Air,Delivered,
ORD-2024-2054,2024-04-25,2024-04-29,Small Business,Healthcare Supplies,2,224.03,50.0,7.8,7,469.6,WH-West,North,Ground Freight,Delivered,4.0
ORD-2024-2068,2024-04-20,2024-04-23,Consumer,Office Supplies,1,38.49,35.37,6.2,5,534.2,WH-Central,West,Standard Delivery,Delivered,3.0
ORD-2024-1584,2024-05-28,2024-06-01,Corporate,Apparel,2,148.92,37.81,4.0,5,555.8,WH-South,West,Standard Delivery,Delivered,4.0
ORD-2024-1573,2024-04-03,2024-04-06,Corporate,Apparel,5,319.19,111.03,1.5,2,419.3,WH-East,South,Express Air,Delivered,5.0
ORD-2024-1925,2024-02-23,2024-02-24,Consumer,Apparel,10,603.38,204.23,2.2,2,1026.3,WH-Central,East,Express Air,Delivered,4.0
ORD-2024-1178,2024-03-29,2024-03-31,Small Business,Industrial Machinery,1,1031.5,829.2530042513488,1.0,2,357.8,WH-West,North,Express Air,Delivered,
ORD-2024-1993,2024-04-05,2024-04-09,Corporate,Healthcare Supplies,1,136.55,50.69,4.8,5,727.5,WH-Central,Central,Standard Delivery,Delivered,5.0
ORD-2024-1967,2024-01-04,2024-01-07,Consumer,Electronics,3,691.11,53.64,5.8,5,696.4,WH-Central,West,Standard Delivery,Delivered,5.0
ORD-2024-1286,2024-04-27,2024-04-28,Corporate,Electronics,3,848.36,224.94,1.0,1,1033.0,WH-Central,Central,  same-day courier  ,Delivered,5.0
ORD-2024-1390,2024-04-11,2024-04-12,Small Business,Office Supplies,1,35.73,56.02,7.8,5,869.4,WH-South,South,Standard Delivery,Delivered,
ORD-2024-1864,2024-06-27,2024-07-01,Consumer,Industrial Machinery,5,6928.02,108.78,3.7,2,399.4,WH-North,Central,Express Air,Delayed,1.0
ORD-2024-1088,2024-03-25,2024-03-26,Home Office,Electronics,5,1449.86,96.78,1.4,2,362.3,WH-Central,North,Express Air,Delivered,5.0
ORD-2024-1807,2024-05-01,2024-05-03,Small Business,Office Supplies,3,122.73,198.93,1.5,1,839.1,WH-West,North,Same-Day Courier,Delivered,4.0
ORD-2024-2005,2024-05-04,2024-05-07,Corporate,Industrial Machinery,3,3918.57,95.71,1.0,1,233.5,WH-Central,East,Same-Day Courier,Delivered,4.0
ORD-2024-1899,2024-06-16,2024-06-18,Consumer,Apparel,2,133.12,84.53,,2,396.2,WH-North,East,Express Air,Delivered,5.0
ORD-2024-1490,2024-06-25,2024-06-27,Corporate,Apparel,2,146.0,49.31,4.8,5,725.4,WH-West,North,Standard Delivery,Delivered,5.0
ORD-2024-2042,2024-02-15,2024-02-19,Consumer,Electronics,4,857.34,47.43,6.6,5,667.5,WH-North,North,Standard Delivery,Delivered,5.0
ORD-2024-2127,2024-05-25,2024-05-28,Consumer,Apparel,3,181.42,71.11,8.7,5,1320.0,WH-West,Central,Standard Delivery,Returned,1.0
ORD-2024-1290,2024-04-22,2024-04-24,Consumer,Apparel,1,70.68,27.11,6.3,5,291.2,WH-Central,West,Standard Delivery,Delayed,2.0
ORD-2024-1285,2024-05-14,2024-05-16,Consumer,Electronics,2,-310.0,177.71,4.5,2,1260.7,WH-Central,North,Express Air,Delivered,
ORD-2024-2207,2024-02-21,2024-02-25,Consumer,Industrial Machinery,1,1456.34,40.94,6.3,5,688.7,WH-East,South,Standard Delivery,Delayed,2.0
ORD-2024-2112,2024-04-18,2024-04-21,Consumer,Electronics,1,286.44,117.96,3.0,1,455.3,WH-North,South,,Delivered,4.0
ORD-2024-1266,2024-02-08,2024-02-10,Corporate,Industrial Machinery,2,2866.42,54.58,5.7,5,954.1,WH-Central,East,Standard Delivery,Delivered,5.0
ORD-2024-1059,2024-02-15,2024-02-19,Consumer,Apparel,1,79.01,30.83,3.4,5,324.6,WH-North,East,Standard Delivery,Delivered,5.0
ORD-2024-2203,2024-01-10,2024-01-11,Consumer,Office Supplies,1,40.59,173.89,3.1,2,1147.1,WH-West,West,Express Air,Delivered,3.0
ORD-2024-1371,2024-01-31,2024-02-02,Consumer,Electronics,4,881.07,46.76,3.2,5,515.9,WH-East,Central,Standard Delivery,Delivered,3.0
ORD-2024-1787,2024-03-01,2024-03-03,Consumer,Electronics,3,689.38,88.15,10.7,7,960.4,WH-East,West,Ground Freight,Returned,1.0
ORD-2024-1755,2024-05-27,2024-05-28,Home Office,Apparel,2,122.65,41.96,5.9,5,569.6,WH-South,North,Standard Delivery,Delayed,3.0
ORD-2024-1365,2024-05-19,2024-05-20,Consumer,Industrial Machinery,2,2396.56,174.11,1.0,1,725.6,WH-South,East,  same-day courier  ,Delivered,
ORD-2024-1714,2024-05-13,2024-05-15,Consumer,Industrial Machinery,1,1456.49,182.06,3.7,2,1188.9,WH-West,North,Express Air,Delivered,5.0
ORD-2024-2188,2024-05-07,2024-05-11,Consumer,Office Supplies,3,118.44,43.28,5.5,5,532.4,WH-West,North,Standard Delivery,Delivered,4.0
ORD-2024-1629,2024-06-18,2024-06-19,Consumer,Industrial Machinery,3,3332.18,57.23,5.4,5,919.2,WH-East,West,Standard Delivery,Delivered,5.0
ORD-2024-2144,2024-01-14,2024-01-17,Consumer,Apparel,1,66.33,64.72,4.1,7,650.1,WH-South,West,Ground Freight,Delivered,4.0
ORD-2024-1895,2024-02-28,2024-02-29,Consumer,Apparel,5,400.06,,4.7,5,649.4,WH-West,Central,Standard Delivery,Delivered,4.0
ORD-2024-1677,2024-06-09,2024-06-11,Consumer,Office Supplies,1,37.33,59.17,7.2,5,1092.9,WH-North,Central,Standard Delivery,Delivered,5.0
ORD-2024-1985,2024-01-10,2024-01-14,Corporate,Industrial Machinery,1,1060.3,35.97,,5,396.7,WH-North,East,Standard Delivery,Delivered,4.0
ORD-2024-1415,2024-01-06,2024-01-09,Consumer,Apparel,15,912.81,60.98,5.4,5,406.4,WH-South,West,Standard Delivery,Delivered,4.0
ORD-2024-1900,2024-05-01,2024-05-04,Consumer,Office Supplies,2,75.14,84.85,2.2,2,290.9,WH-North,North,Express Air,Delivered,4.0
ORD-2024-1083,2024-04-27,2024-04-29,Consumer,Healthcare Supplies,3,294.64,58.99,4.4,5,922.0,WH-South,South,Standard Delivery,Delivered,3.0
ORD-2024-1129,2024-01-22,2024-01-23,Corporate,Industrial Machinery,2,2336.9,66.39,7.3,7,762.8,WH-North,South,Ground Freight,Delivered,5.0
ORD-2024-1752,2024-01-15,2024-01-18,Corporate,Healthcare Supplies,3,318.13,65.58,7.2,5,,WH-South,East,Standard Delivery,Delivered,5.0
ORD-2024-2236,2024-02-06,2024-02-10,Home Office,Office Supplies,3,128.64,131.66,1.5,2,672.3,WH-West,West,Express Air,Delivered,5.0
ORD-2024-2177,2024-03-14,2023-12-15,Consumer,Healthcare Supplies,3,366.77,65.92,6.7,5,1121.3,WH-North,South,Standard Delivery,Delayed,1.0
ORD-2024-1628,2024-02-01,2024-02-05,Consumer,Electronics,4,1096.44,178.1,2.8,2,992.0,WH-North,Central,Express Air,Delivered,3.0
ORD-2024-1260,2024-01-22,2024-01-23,Corporate,Apparel,2,130.09,90.31,5.2,5,1485.0,WH-North,North,Standard Delivery,Delivered,3.0
ORD-2024-1596,2024-01-24,2024-01-28,Corporate,Electronics,3,834.18,50.38,6.4,5,776.3,WH-West,Central,,Delivered,4.0
ORD-2024-1610,2024-06-11,2024-06-15,Consumer,Apparel,1,63.61,37.27,5.3,5,567.4,WH-North,East,Standard Delivery,Delivered,3.0
ORD-2024-1991,2024-03-24,2024-03-25,Corporate,Electronics,2,528.53,156.14,1.5,2,978.8,WH-North,East,Express Air,Delivered,4.0
ORD-2024-1622,2024-05-17,2024-05-20,Consumer,Office Supplies,4,155.3,63.02,7.3,7,641.4,WH-North,North,Ground Freight,Delivered,5.0
ORD-2024-1138,2024-04-15,2024-04-17,Consumer,Healthcare Supplies,8,944.14,189.91,4.2,2,958.0,WH-East,Central,Express Air,Delivered,5.0
ORD-2024-1292,2024-05-07,2024-05-10,Home Office,Industrial Machinery,5,7359.02,44.37,4.6,5,377.9,WH-East,East,Standard Delivery,Delivered,4.0
ORD-2024-2037,2024-05-29,2024-06-01,Corporate,Office Supplies,1,30.54,71.38,7.7,7,688.2,WH-Central,South,Ground Freight,Delivered,3.0
ORD-2024-1439,2024-01-06,2024-01-09,Consumer,Apparel,1,59.15,91.68,8.6,7,1352.6,WH-West,North,Ground Freight,Delivered,3.0
ORD-2024-1141,2024-04-07,2024-04-10,Consumer,Electronics,1,248.27,83.53,4.8,5,1472.5,WH-East,North,Standard Delivery,Delivered,5.0
ORD-2024-1802,2024-02-06,2024-02-07,Corporate,Electronics,2,575.9,68.66,6.6,5,1253.7,WH-North,East,Standard Delivery,Delayed,1.0
ORD-2024-1482,2024-04-03,2024-04-04,Corporate,Office Supplies,1,36.76,,4.8,5,551.4,WH-South,West,Standard Delivery,Delivered,5.0
ORD-2024-1467,2024-04-22,2024-04-23,Home Office,Industrial Machinery,1,1190.62,52.77,7.0,7,510.8,WH-East,East,Ground Freight,Delivered,
ORD-2024-1139,2024-03-02,2024-03-06,Small Business,Office Supplies,1,32.65,237.5,1.4,1,1394.5,WH-South,West,Same-Day Courier,Delivered,5.0
ORD-2024-1844,2024-03-22,2024-03-24,Consumer,Electronics,3,905.91,53.84,7.1,7,491.1,WH-South,East,Ground Freight,Delivered,3.0
ORD-2024-1945,2024-02-04,2024-02-08,Consumer,Office Supplies,2,67.3,36.3,5.4,5,357.8,WH-Central,East,Standard Delivery,Delivered,5.0
ORD-2024-1224,2024-05-24,2024-05-28,Consumer,Office Supplies,8,274.69,48.7,4.5,5,360.0,WH-South,South,Standard Delivery,Delivered,4.0
ORD-2024-1617,2024-02-11,2024-02-13,Consumer,Electronics,1,311.14,36.08,3.8,5,471.7,WH-South,North,Standard Delivery,Delivered,4.0
ORD-2024-1274,2024-01-31,2024-02-03,Corporate,Office Supplies,8,312.41,44.84,5.5,5,333.4,WH-West,East,Standard Delivery,Delivered,5.0
ORD-2024-1323,2024-02-16,2024-02-17,Consumer,Apparel,2,135.73,131.88,1.0,1,514.6,WH-East,North,Same-Day Courier,Delivered,5.0
ORD-2024-1350,2024-04-03,2024-04-05,Corporate,Electronics,8,2234.29,105.8,1.0,2,302.7,WH-East,West,Express Air,Delivered,4.0
ORD-2024-1721,2024-02-20,2024-02-24,Consumer,Apparel,2,155.2,88.96,7.9,5,1939.3,WH-Central,North,Standard Delivery,Delayed,2.0
ORD-2024-1481,2024-04-22,2024-04-26,Corporate,Industrial Machinery,2,2591.2,38.2,6.6,5,455.0,WH-East,North,Standard Delivery,Delivered,
ORD-2024-1411,2024-01-30,2024-02-01,Small Business,Office Supplies,4,157.06,38.67,3.1,5,349.8,WH-North,North,Standard Delivery,Delivered,3.0
ORD-2024-2114,2024-02-13,2024-02-14,Corporate,Industrial Machinery,3,4440.97,63.81,6.2,5,910.3,WH-South,South,Standard Delivery,Delivered,
ORD-2024-1566,2024-01-02,2024-01-04,Consumer,Electronics,1,234.27,118.78,2.2,2,660.4,WH-West,North,Express Air,Delivered,5.0
ORD-2024-2092,2024-06-02,2024-06-06,Corporate,Electronics,3,659.98,49.49,6.0,5,817.5,WH-South,East,Standard Delivery,Delayed,
ORD-2024-1352,2024-05-01,2024-05-02,Corporate,Electronics,1,290.11,52.32,4.4,5,741.5,WH-East,North,Standard Delivery,Delivered,4.0
ORD-2024-2166,2024-06-23,2024-06-25,Home Office,Office Supplies,4,153.16,,6.8,5,684.2,WH-South,West,Standard Delivery,Delayed,2.0
